employee_id,JobRole,Department,attrition_probability,risk_bucket,avg_engagement_score,avg_satisfaction_score,avg_work_life_balance_score,total_skill_gap_count,skill_gap_list,top_course_recommendation
1258,Laboratory Technician,Research & Development,0.570327990327639,Medium,3.0,5.0,4.0,22,"Active Listening, Writing, Speaking, Science, Active Learning, Learning Strategies, Commercial plate reader software, Data entry software, Database software, FileMaker Pro, Google Docs, Hematology laboratory workflow management software, Microscopic image capturing software, Microsoft Excel, Microsoft PowerPoint, Minitab, National Instruments LabVIEW, Quality control software, Reimbursement screening software, SAP software, Specimen tracking software, Test result delivery software",FileMaker Pro Database Development
1259,Research Scientist,Research & Development,0.07151614794984375,Low,1.0,3.0,4.0,23,"Active Listening, Writing, Mathematics, Science, Learning Strategies, Adobe Photoshop, Integrated development environment IDE software, Linux, Medical Scientists HybridAI, Medical Scientists MediSave, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft Publisher, Microsoft Word, Minitab, PerkinElmer TurboMass, R, StataCorp Stata, Thermo ToxLab, Triple G ULTRA Laboratory Information System, Waters MassLynx",Designing High-Impact PowerPoint Presentations
1260,Healthcare Representative,Research & Development,0.1972921233479744,Low,5.0,2.0,5.0,27,"Reading Comprehension, Writing, Mathematics, Science, Critical Thinking, Monitoring, Customer Expressions i-Sight, Database software, Electronic medical record EMR software, Epic EpicCare Inpatient Clinical System, Google Docs, Healthcare common procedure coding system HCPCS, Henry Schein Dentrix, Medical procedure coding software, MEDITECH software, Microsoft Dynamics, Microsoft Exchange, Microsoft Office software, Microsoft Outlook, Microsoft Windows, Patient satisfaction assessment software, Pemimic Patient Relations Suite, Peminic Patient Safety & Quality Suite, PracticeWorks Systems Kodak WINOMS CS, Prognosis Solutions ResolvPRM, rL Solutions Feedback MonitorPro, Scheduling software",SQL Querying for Beginners
1263,Research Director,Research & Development,0.011166106267461031,Low,4.0,5.0,3.0,12,"Active Listening, Writing, Monitoring, Laboratory information management system LIMS, Microsoft Project, Microsoft SharePoint, Microsoft Visio, Oracle Database, SAP software, StataCorp Stata, The MathWorks MATLAB, Web browser software",Enterprise Resource Planning with SAP
1264,Research Director,Research & Development,0.007688376840317615,Low,3.0,5.0,4.0,21,"Mathematics, Critical Thinking, Active Learning, Monitoring, Adobe Acrobat, Graphics software, IBM Lotus 1-2-3, IBM SPSS Statistics, Integrated development environment IDE software, Laboratory information management system LIMS, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft Word, R, SAP Business Objects, SAS, StataCorp Stata, STATISTICA, Structured query language SQL, Web browser software",Designing High-Impact PowerPoint Presentations
1265,Research Scientist,Research & Development,0.10065106778259372,Low,4.0,2.0,5.0,28,"Reading Comprehension, Writing, Mathematics, Critical Thinking, Learning Strategies, Monitoring, BioArray Software Environment BASE, Database software, ESRI ArcGIS software, FileMaker Pro, IBM Notes, IBM SPSS Statistics, LexisNexis, Linux, Medical Scientists HybridAI, Microsoft Dynamics, Microsoft Office software, Microsoft PowerPoint, Microsoft Visual Basic, Microsoft Word, Minitab, Python, R, SAS, Thermo ToxLab, Triple G ULTRA Laboratory Information System, Waters Empower 2, Waters Q-DIS/QM LIMS",FileMaker Pro Database Development
1267,Manager,Sales,0.17445501722090206,Low,4.0,1.0,5.0,88,"Active Listening, Mathematics, Critical Thinking, Active Learning, Learning Strategies, Act!, ActionWare, Adobe Creative Cloud software, Adobe Photoshop, ADP Workforce Now, Airtable, AMG Teleran SalesInSync, Apple Final Cut Pro, Apple Keynote, Apple macOS, Atlassian JIRA, Autodesk AutoCAD, Avidian Technologies Prophet, Blackbaud The Raiser's Edge, Blackboard software, Citrix cloud computing software, Customer information control system CICS, Dropbox, Dynamic Energy Systems MedAct, FileMaker Pro, Fund accounting software, Geographic information system GIS software, Google Ads, Google Analytics, Google Drive, Google Slides, Human resource management software HRMS, IBM Domino, IBM InfoSphere DataStage, IBM Notes, IBM Power Systems software, Intuit QuickBooks, Job control language JCL, Kronos Workforce Payroll, Kronos Workforce Timekeeper, LexisNexis, Maximizer Software Maximizer Enterprise, McAfee, Microsoft Dynamics, Microsoft Dynamics GP, Microsoft OneNote, Microsoft Project, Microsoft Visual Basic, Microsoft Word, MicroStrategy, Minitab, Mozilla Firefox, Mozilla Thunderbird, Nagios, NetSuite ERP, NetSuite NetCRM, NortonLifeLock cybersecurity software, Oracle Database, Oracle Eloqua, Oracle Fusion Applications, Oracle PeopleSoft Financials, Oracle Primavera Enterprise Project Portfolio Management, Oracle Solaris, Personnel scheduling software, PostgreSQL, Qlik Tech QlikView, Quest Erwin Data Modeler, R, Realization Streamliner, Sage 50 Accounting, Sage MAS 500, Salesforce software, Salesforce.com Salesforce CRM, SAP Crystal Reports, SAS, Savant MobileRanger, SeaMonkey, Siemens NX, Slack, Software on Sailboats Desktop Sales Manager, Splunk Enterprise, Structured query language SQL, Sugar CRM, The MathWorks MATLAB, Vanguard Software Vanguard Sales Manager, Veritas NetBackup, vtiger CRM, YouTube",FileMaker Pro Database Development
1268,Sales Executive,Sales,0.11329392594914782,Low,2.0,1.0,2.0,60,"Active Listening, Writing, Mathematics, Science, Critical Thinking, Active Learning, Amazon Web Services AWS software, Ansible software, Apache Hadoop, Apache Pig, Apache Struts, Apple iOS, Atlassian JIRA, Autodesk AutoCAD, Cisco Systems CiscoWorks, Citrix cloud computing software, Docker, Enterprise application integration EAI software, Enterprise JavaBeans, Extensible hypertext markup language XHTML, Firewall software, Graphics software, IBM Cognos Business Intelligence, IBM Cognos Impromptu, IBM DB2, Informatica Corporation PowerCenter, Kubernetes, McAfee, Microsoft Access, Microsoft Active Directory, Microsoft Dynamics, Microsoft Excel, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft SQL Server, Microsoft Visio, Microsoft Windows Server, MicroStrategy, MicroStrategy Desktop, Oracle Database, Oracle Java, Oracle PeopleSoft, Python, R, React, RESTful API, Ruby, Sales analysis software, Salesforce software, SAP Business Objects, SAP Business One, SAP BusinessObjects Crystal Reports, SAP software, Single sign-on SSO, Software as a service SaaS, Teradata Database, WebEx Sales Center",Enterprise Resource Planning with SAP
1269,Research Scientist,Research & Development,0.784444274806014,High,1.0,2.0,4.0,18,"Learning Strategies, Adobe Photoshop, BioArray Software Environment BASE, FileMaker Pro, Linux, Medical Scientists MediSave, Microsoft Exchange, Microsoft Visual Basic, National Instruments LabVIEW, Python, R, SAS, StataCorp Stata, Statistical software, Thermo ToxLab, Triple G ULTRA Laboratory Information System, Waters Empower 2, Waters MassLynx",FileMaker Pro Database Development
1270,Research Scientist,Research & Development,0.09013657782965619,Low,5.0,5.0,1.0,20,"Writing, Science, Database software, ESRI ArcGIS software, IBM Notes, Integrated development environment IDE software, Medical Scientists HybridAI, Microsoft Dynamics, Microsoft Office software, Microsoft PowerPoint, Microsoft Publisher, Microsoft Visual Basic, Microsoft Word, National Instruments LabVIEW, StataCorp Stata, Statistical software, Thermo ToxLab, Triple G ULTRA Laboratory Information System, UNIX, Waters Empower 2",SQL Querying for Beginners
1273,Sales Representative,Sales,0.9887852838348727,High,1.0,4.0,2.0,8,"Writing, Critical Thinking, Learning Strategies, Monitoring, Apple macOS, Enterprise application integration EAI software, HubSpot software, IBM SPSS Statistics",Enterprise Resource Planning with SAP
1275,Research Scientist,Research & Development,0.6016508595528264,Medium,2.0,5.0,3.0,19,"Reading Comprehension, Writing, Speaking, Critical Thinking, Learning Strategies, BioArray Software Environment BASE, Database software, ESRI ArcGIS software, Integrated development environment IDE software, LexisNexis, Linux, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Publisher, Microsoft Word, National Instruments LabVIEW, R, SAS",SQL Querying for Beginners
1277,Manager,Sales,0.67438730214458,Medium,4.0,3.0,3.0,81,"Reading Comprehension, Mathematics, Learning Strategies, Monitoring, ActionWare, Adobe Acrobat, Airtable, AMG Teleran SalesInSync, Apache Hadoop, Apple Final Cut Pro, Autodesk AutoCAD, Avidian Technologies Prophet, Blackbaud The Raiser's Edge, Citrix cloud computing software, Datawatch Monarch, Dropbox, Eko, Evernote, Extensible markup language XML, Facebook, Flipgrid, Fund accounting software, Google Ads, GroupMe, HEAT Software GoldMine, HubSpot software, Human resource management software HRMS, IBM Cognos Impromptu, IBM SPSS Statistics, InnQuest Software roomMaster, Kronos Workforce Payroll, LexisNexis, LinkedIn, LSA Visual Easy Lean, Maximizer Software Maximizer Enterprise, McAfee, Medical condition coding software, Microsoft Access, Microsoft Dynamics, Microsoft Dynamics GP, Microsoft Excel, Microsoft FrontPage, Microsoft Office software, Microsoft OneNote, Microsoft Outlook, Microsoft PowerPoint, Microsoft Publisher, Microsoft SharePoint, Microsoft SQL Server, Microsoft Visio, Microsoft Word, Minitab, Mozilla Thunderbird, NetSuite ERP, NetSuite NetCRM, Oracle Business Intelligence Enterprise Edition, Oracle Hyperion, Oracle Primavera Enterprise Project Portfolio Management, Payroll software, Personnel scheduling software, PostgreSQL, Qlik Tech QlikView, Sage MAS 500, Salesforce.com Salesforce CRM, SAP Crystal Reports, SAP software, SAS, Savant MobileRanger, Screencastify, SeaMonkey, Shell script, Siemens NX, Slack, Software on Sailboats Desktop Sales Manager, Structured query language SQL, Sugar CRM, Tax software, Teradata Database, Vanguard Software Vanguard Sales Manager, Veritas NetBackup, YouTube",Enterprise Resource Planning with SAP
1278,Healthcare Representative,Research & Development,0.31515707213470723,Low,2.0,4.0,5.0,28,"Reading Comprehension, Active Listening, Writing, Speaking, Science, Active Learning, Learning Strategies, CareOne CareEnsure, Corel WordPerfect Office Suite, Customer Expressions i-Sight, Data entry software, Database software, eClinicalWorks EHR software, Electronic medical record EMR software, Epic EpicCare Inpatient Clinical System, Epic Systems, Henry Schein Dentrix, IBM Notes, Manhattan Cross Cultural Group Quality Interactions, Microsoft Access, Microsoft Excel, Microsoft Word, Patient satisfaction assessment software, Peminic Patient Safety & Quality Suite, PracticeWorks Systems Kodak WINOMS CS, rL Solutions Feedback MonitorPro, Scheduling software, Web browser software",SQL Querying for Beginners
1279,Laboratory Technician,Research & Development,0.9642348710026559,High,3.0,3.0,5.0,15,"Active Listening, Speaking, Critical Thinking, Learning Strategies, Billing software, Hematology laboratory workflow management software, IBM Notes, Medical digital imaging software, Microscopic image capturing software, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Quality control software, Reimbursement screening software, Test result delivery software",Designing High-Impact PowerPoint Presentations
1280,Manager,Sales,0.06729995717922747,Low,3.0,2.0,2.0,50,"Writing, Speaking, Monitoring, Act!, ActionWare, Adobe Acrobat, Adobe Creative Cloud software, Apache Hadoop, Autodesk AutoCAD, Dropbox, Dynamic Energy Systems MedAct, Evernote, Extensible markup language XML, Flipgrid, Fund accounting software, Google Ads, Google Docs, Google Slides, HEAT Software GoldMine, Human resource management software HRMS, IBM InfoSphere DataStage, Kronos Workforce Payroll, LSA Visual Easy Lean, Maximizer Software Maximizer Enterprise, Microsoft Dynamics, Microsoft FrontPage, Microsoft Outlook, Microsoft Project, Microsoft Visual Basic, Microsoft Visual Basic for Applications VBA, MicroStrategy, Mozilla Thunderbird, Oracle PeopleSoft, Oracle Primavera Enterprise Project Portfolio Management, Oracle Solaris, Oracle Taleo, Personnel scheduling software, Sage 50 Accounting, Sage MAS 500, Salesforce software, SAP software, SAS, Screencastify, Slack, Software on Sailboats Desktop Sales Manager, StataCorp Stata, Structured query language SQL, Sugar CRM, The MathWorks MATLAB, Vanguard Software Vanguard Sales Manager",Enterprise Resource Planning with SAP
1281,Sales Executive,Sales,0.7989658315562954,High,4.0,2.0,1.0,56,"Reading Comprehension, Active Listening, Writing, Speaking, Mathematics, Science, Critical Thinking, Active Learning, Learning Strategies, Monitoring, Ab Initio, Amazon Web Services AWS software, Atlassian JIRA, C, Cisco Systems CiscoWorks, Cisco Systems VPN Client, Database management software, Enterprise application integration EAI software, Enterprise JavaBeans, Extensible hypertext markup language XHTML, Extensible markup language XML, Firewall software, Graphics software, IBM Cognos Impromptu, Informatica Corporation PowerCenter, Management information systems MIS, MapReduce big data software, McAfee, Microsoft Access, Microsoft Azure software, Microsoft Dynamics, Microsoft Office Live Meeting, Microsoft Outlook, Microsoft Project, Microsoft SharePoint, Microsoft Visio, MicroStrategy, MicroStrategy Desktop, Network directory services software, NortonLifeLock cybersecurity software, Oracle PeopleSoft, Oracle Solaris, Perl, PHP, Platform as a service PaaS, RESTful API, Sales analysis software, SAP Business Objects, SAP Business One, SAP software, Scheduling software, Shell script, Teradata Database, UNIX, Virtual private networking VPN software, WebEx Sales Center",Enterprise Resource Planning with SAP
